name,sector,sub_sector,priority_tier,lean_fit_score,region,country,hq,employees,website_url,linkedin_company_url,careers_url,recommended_functions,rationale,source,source_url,source_profile_url,awesomefintech_categories,awesomefintech_rank,data_sources
cybits,FinTech,Security,Tier 3,6,Europe,Germany,,,,https://www.linkedin.com/search/results/companies/?keywords=cybits,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",nan,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/cybits,,,FinTech Weekly directory
identity Trust Management AG,FinTech,Security,Tier 3,6,Europe,Germany,,,,https://www.linkedin.com/search/results/companies/?keywords=identity+Trust+Management+AG,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",nan,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/identity-trust-management-ag,,,FinTech Weekly directory
idnow,FinTech,Security,Tier 3,6,Europe,Germany,,,,https://www.linkedin.com/search/results/companies/?keywords=idnow,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",nan,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/idnow,,,FinTech Weekly directory
idvos,FinTech,Security,Tier 3,6,Europe,Germany,,,,https://www.linkedin.com/search/results/companies/?keywords=idvos,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",nan,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/idvos,,,FinTech Weekly directory
liveident,FinTech,Security,Tier 3,6,Europe,Germany,,,,https://www.linkedin.com/search/results/companies/?keywords=liveident,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",nan,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/liveident,,,FinTech Weekly directory
web-id,FinTech,Security,Tier 3,6,Europe,Germany,,,,https://www.linkedin.com/search/results/companies/?keywords=web-id,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",nan,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/web-id,,,FinTech Weekly directory
Invoice Financing,FinTech,Small Business Funding,Tier 3,6,North America,USA,,,,https://www.linkedin.com/search/results/companies/?keywords=Invoice+Financing,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Invoice Financing was founded by a team of factoring industry veterans and talented entrepreneurs. Our mission is to secure you the best invoice financing deal on the street, with simplicity, transparency and timeliness. Our service is best and we will never sell your information. We are not a lead generation company.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/invoice-financing,,,FinTech Weekly directory
Griffie and Wicks AG,FinTech,Smart Mbh,Tier 3,6,Europe,Belgium,Trott GmbH,Woodard and Ward Services,,https://www.linkedin.com/search/results/companies/?keywords=Griffie+and+Wicks+AG,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Durham and Tidwell CO KG,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/griffie-and-wicks-ag,,,FinTech Weekly directory
GoodCore Software Ltd,FinTech,Software Development,Tier 3,6,Global,"Greater London, United Kingdom","London, Malaysia",200,,https://www.linkedin.com/search/results/companies/?keywords=GoodCore+Software+Ltd,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","UK's leading bespoke software development company serving clients worldwide since 2005. We develop custom business software, mobile apps, web applications and more.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/goodcore-software-ltd,,,FinTech Weekly directory
TheFinlab,FinTech,"Startup Company,Innovation,Accelerator",Tier 3,6,APAC,singapore,,,,https://www.linkedin.com/search/results/companies/?keywords=TheFinlab,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","The FinLab sits at the forefront of FinTech developments changing our world today, enabling interesting insights and analysis into FinTech trends. Apply to our accelerator programme or get in touch through www.thefinlab.com!",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/thefinlab,,,FinTech Weekly directory
GoCancel,FinTech,T.B.A.,Tier 3,6,Europe,Netherlands,Amsterdam,11-50,,https://www.linkedin.com/search/results/companies/?keywords=GoCancel,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",B2B whitelabel offering used to offer customers subscription cancellation services as an embedded solution.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/gocancel,,,FinTech Weekly directory
SMB Wireless,FinTech,Telecom,Tier 3,6,North America,Canada,,,,https://www.linkedin.com/search/results/companies/?keywords=SMB+Wireless,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Talk to us about Bell Business Solutions on Canada's fastest and largest network. We are providing Wireless Solutions for over 36 years. Our solutions include Bell 

Smartphones, Push to Talk - PTT, Tablets, Bell Business Internet, Fleet Tracking and Two Way Radio.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/smb-wireless,,,FinTech Weekly directory
Bright HealthCare,FinTech,Top 200,Tier 3,6,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Bright+HealthCare,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #10. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,,Top 200,Top 200 #10,AwesomeFinTech public directory
Doma,FinTech,Top 200,Tier 3,6,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Doma,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #46. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,,Top 200,Top 200 #46,AwesomeFinTech public directory
Gusto,FinTech,Top 200,Tier 3,6,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Gusto,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #30. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,,Top 200,Top 200 #30,AwesomeFinTech public directory
Oscar Health,FinTech,Top 200,Tier 3,6,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Oscar+Health,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #9. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,,Top 200,Top 200 #9,AwesomeFinTech public directory
QuintoAndar,FinTech,Top 200,Tier 3,6,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=QuintoAndar,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #28. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,,Top 200,Top 200 #28,AwesomeFinTech public directory
Root Insurance,FinTech,Top 200,Tier 3,6,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Root+Insurance,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #40. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,,Top 200,Top 200 #40,AwesomeFinTech public directory
wefox,FinTech,Top 200,Tier 3,6,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=wefox,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #18. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,,Top 200,Top 200 #18,AwesomeFinTech public directory
Acorns,FinTech,Wealth & Investing,Tier 2,8,US / Europe,,,,https://www.acorns.com,https://www.linkedin.com/company/acorns,https://www.acorns.com/careers,"Product, Engineering, Growth, Compliance","Tier 2 Wealth & Investing talent pool for Lean. Useful for product, engineering, growth, compliance mapping.",Lean 150 curated universe; FinTech Weekly directory; AwesomeFinTech public directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/acorns,Neobanks; WealthTech,Neobanks #32; WealthTech #39,AwesomeFinTech public directory; FinTech Weekly directory; Lean 150 curated universe
Betterment,FinTech,Wealth & Investing,Tier 2,8,US / Europe,,,,https://www.betterment.com,https://www.linkedin.com/company/betterment,https://www.betterment.com/careers,"Product, Engineering, Growth, Compliance","Tier 2 Wealth & Investing talent pool for Lean. Useful for product, engineering, growth, compliance mapping.",Lean 150 curated universe; FinTech Weekly directory; AwesomeFinTech public directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/betterment,Neobanks; WealthTech,Neobanks #31; WealthTech #37,AwesomeFinTech public directory; FinTech Weekly directory; Lean 150 curated universe
Freetrade,FinTech,Wealth & Investing,Tier 2,7,US / Europe,,,,https://www.freetrade.com,https://www.linkedin.com/company/freetrade,https://www.freetrade.com/careers,"Product, Engineering, Growth, Compliance","Tier 2 Wealth & Investing talent pool for Lean. Useful for product, engineering, growth, compliance mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
Nutmeg,FinTech,Wealth & Investing,Tier 2,7,US / Europe,,,,https://www.nutmeg.com,https://www.linkedin.com/company/nutmeg,https://www.nutmeg.com/careers,"Product, Engineering, Growth, Compliance","Tier 2 Wealth & Investing talent pool for Lean. Useful for product, engineering, growth, compliance mapping.",Lean 150 curated universe; FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/nutmeg,,,FinTech Weekly directory; Lean 150 curated universe
Public.com,FinTech,Wealth & Investing,Tier 2,7,US / Europe,,,,https://public.com,https://www.linkedin.com/company/publicapp,https://public.com/careers,"Product, Engineering, Growth, Compliance","Tier 2 Wealth & Investing talent pool for Lean. Useful for product, engineering, growth, compliance mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
Robinhood,FinTech,Wealth & Investing,Tier 2,8,US / Europe,,,,https://www.robinhood.com,https://www.linkedin.com/company/robinhood,https://www.robinhood.com/careers,"Product, Engineering, Growth, Compliance","Tier 2 Wealth & Investing talent pool for Lean. Useful for product, engineering, growth, compliance mapping.",Lean 150 curated universe; FinTech Weekly directory; AwesomeFinTech public directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/robinhood,Top 200; Neobanks; WealthTech,Top 200 #2; Neobanks #1; WealthTech #1,AwesomeFinTech public directory; FinTech Weekly directory; Lean 150 curated universe
